PKNC_1,PKNC_2,PKNC_3,PKNC_4,PKNC_5,PKNC_6,PKNC_7,PKNC_8,PKNC_9,PKNC_10,PKNC_11,PKNC_12,PKNC_13,PKNC_14,PKNC_15,PKNC_16,PKNC_17,PKNC_18,PKNC_19,PKNC_20,PKNC_21
0.02824722,0,0.05649444,0,0.05649444,0.08474166,0,0.05649444,0,0.05649444,0.02824722,0.02824722,0,0.05649444,0.02824722,0.02824722,0.0761279,0.11958404,0.08646055,0.09247419,0.11690334
0.03038905,0.03038905,0,0.06077811,0.09116716,0.03038905,0,0.06077811,0,0,0,0,0,0.09116716,0.03038905,0.12155622,0.06953708,0.12074528,0.12077065,0.08980761,0.0521364
0,0.02928327,0,0.02928327,0.02928327,0.02928327,0.02928327,0.05856653,0,0.05856653,0.05856653,0.05856653,0.05856653,0.02928327,0.05856653,0,0.08542878,0.11271398,0.09236931,0.090504,0.09188513
0,0.09516253,0,0.03172084,0.09516253,0.06344168,0.03172084,0.06344168,0.03172084,0.06344168,0,0,0,0.06344168,0.03172084,0,0.08482653,0.08946319,0.0889875,0.09824313,0.0675045
0,0.02943101,0.02943101,0.02943101,0.05886202,0.05886202,0.02943101,0.08829303,0.02943101,0.05886202,0,0,0,0.05886202,0.02943101,0.02943101,0.08078525,0.1063727,0.09800836,0.0954078,0.0896677
0,0.03215086,0.09645258,0,0.03215086,0.03215086,0,0,0.09645258,0.03215086,0,0.03215086,0,0,0.06430172,0.1607543,0.06400313,0.08292261,0.10084771,0.09045144,0.08305963
0,0.03252083,0,0.03252083,0.06504166,0.03252083,0,0.06504166,0,0,0,0.06504166,0,0.06504166,0.06504166,0.16260415,0.06929636,0.1048457,0.10722232,0.0828145,0.05044618
0.03048236,0.03048236,0.09144707,0.03048236,0.06096471,0.03048236,0,0.03048236,0.09144707,0.03048236,0.03048236,0,0,0.03048236,0.03048236,0.03048236,0.08150955,0.09981202,0.0846208,0.0927811,0.09259412
0.05392547,0,0.02696273,0.02696273,0.02696273,0.05392547,0,0.05392547,0.02696273,0.02696273,0.05392547,0.02696273,0,0.02696273,0.05392547,0.02696273,0.05891866,0.10326609,0.12025199,0.12313098,0.10910308
0,0,0.02896515,0.0579303,0.02896515,0,0.02896515,0,0.02896515,0.02896515,0.02896515,0.08689545,0.02896515,0,0.08689545,0.08689545,0.06648735,0.08714787,0.10223695,0.11161418,0.11114095
0,0.03269595,0.03269595,0.03269595,0.0653919,0,0.03269595,0.09808785,0.03269595,0.0653919,0,0.03269595,0,0.09808785,0.0653919,0,0.08323445,0.08535532,0.09208099,0.08395526,0.0668469
0.06011136,0,0.12022272,0.03005568,0.06011136,0.03005568,0,0,0.09016704,0.03005568,0.09016704,0,0,0.03005568,0,0,0.08637653,0.13271153,0.0953667,0.05201692,0.09252609
0,0.02836456,0.05672911,0.02836456,0.02836456,0.02836456,0.02836456,0.02836456,0.05672911,0.02836456,0.05672911,0.02836456,0.05672911,0,0.02836456,0.02836456,0.07631699,0.10584329,0.10630183,0.10171072,0.09926516
0.02859664,0.05719329,0.02859664,0,0.02859664,0,0.05719329,0.05719329,0.05719329,0.02859664,0.08578993,0,0,0.02859664,0.02859664,0.02859664,0.07891465,0.10088824,0.10361295,0.096132,0.10571258
0.14591929,0,0.02918386,0.02918386,0,0.05836772,0,0.02918386,0.02918386,0,0.02918386,0.05836772,0.02918386,0,0.05836772,0.02918386,0.05546235,0.11087599,0.13196803,0.10089581,0.07548838
0,0.02947554,0.05895107,0.02947554,0.02947554,0.02947554,0,0,0.05895107,0.02947554,0.08842661,0.05895107,0.02947554,0,0.05895107,0.02947554,0.06732757,0.08910539,0.10720966,0.10447068,0.10132702
0.03009407,0.03009407,0.09028222,0.03009407,0.06018815,0.03009407,0,0.03009407,0.09028222,0.03009407,0.03009407,0,0,0.03009407,0.03009407,0.03009407,0.08291765,0.10790159,0.08398617,0.09093998,0.0925613
0,0,0.02827632,0.02827632,0,0.02827632,0.02827632,0.05655264,0,0.05655264,0.02827632,0.05655264,0.02827632,0.05655264,0.05655264,0.05655264,0.07760286,0.10837987,0.10077975,0.10555135,0.09871244
0,0.03197058,0.06394116,0,0.06394116,0.06394116,0,0.06394116,0.06394116,0.06394116,0,0.03197058,0,0.03197058,0.09591174,0,0.08079361,0.09735137,0.09723611,0.06780774,0.08134069
0.02802867,0.05605733,0,0.02802867,0,0.11211466,0.084086,0.02802867,0.02802867,0.02802867,0,0.02802867,0.02802867,0.05605733,0,0,0.08311998,0.10238546,0.10286426,0.09884037,0.10827396
0,0.03166606,0.06333213,0,0.09499819,0.15833031,0,0.06333213,0,0.03166606,0,0.03166606,0.03166606,0.06333213,0,0,0.06505071,0.08864684,0.08988206,0.10006985,0.08636141
0,0.03059999,0.06119998,0,0,0,0.03059999,0.03059999,0.09179997,0,0.03059999,0.06119998,0,0.06119998,0.06119998,0.09179997,0.0609924,0.08405573,0.09736984,0.11094582,0.09583642
0.05800943,0.05800943,0.02900472,0.02900472,0.02900472,0,0.02900472,0.05800943,0.08701415,0,0.02900472,0,0,0.05800943,0.02900472,0.02900472,0.08204366,0.09953528,0.10411856,0.1014069,0.09081071
0.05945383,0.05945383,0,0.02972692,0,0.05945383,0.02972692,0.08918075,0.05945383,0,0,0.02972692,0.02972692,0.05945383,0.02972692,0,0.07439321,0.08658461,0.10529473,0.10727699,0.09136596
0,0.0284956,0.0569912,0.0284956,0,0,0.0284956,0.0569912,0.0284956,0.08548679,0.0569912,0.0284956,0.08548679,0,0.0284956,0,0.07677713,0.09676805,0.11032219,0.10285536,0.1003565
0.05647325,0,0.02823663,0,0.02823663,0.08470988,0,0.05647325,0.02823663,0.05647325,0.05647325,0.02823663,0,0.02823663,0.05647325,0,0.06069428,0.0945488,0.10429458,0.11480846,0.11739459
0.02846896,0.05693792,0,0.02846896,0,0.08540689,0.05693792,0.05693792,0.05693792,0,0,0.02846896,0.02846896,0.05693792,0.02846896,0,0.07273396,0.10370022,0.11317038,0.10820631,0.08974781
0.06008231,0,0.12016463,0.03004116,0.03004116,0.03004116,0,0.03004116,0.09012347,0.03004116,0.09012347,0,0,0.03004116,0,0,0.08780247,0.12616613,0.09558174,0.0544975,0.09521133
0.05844916,0.05844916,0.02922458,0.02922458,0.02922458,0,0.02922458,0.05844916,0.08767374,0,0.02922458,0,0,0.05844916,0.02922458,0.02922458,0.07895705,0.0989118,0.09855066,0.10949233,0.08804572
0.0282746,0.05654921,0,0.0282746,0,0.08482381,0.08482381,0.0282746,0.05654921,0,0,0.0282746,0.0282746,0.05654921,0.0282746,0,0.07759063,0.10107137,0.11464757,0.0961603,0.10158725
0,0.03305609,0.09916828,0,0.03305609,0.03305609,0.03305609,0.03305609,0.09916828,0.06611218,0,0.06611218,0,0,0.09916828,0,0.07988069,0.08143338,0.08702315,0.06461658,0.09203653
0.02806902,0,0.02806902,0,0,0.02806902,0.05613805,0.08420707,0.02806902,0.05613805,0.02806902,0.02806902,0.02806902,0.08420707,0,0.02806902,0.07713223,0.10275669,0.1160135,0.11390803,0.08494712
0.05343657,0,0.02671828,0.02671828,0.02671828,0.05343657,0,0.02671828,0.02671828,0.02671828,0.05343657,0.02671828,0.02671828,0.02671828,0.05343657,0.02671828,0.06027533,0.09980791,0.12101364,0.12830916,0.10966483
0,0.03272825,0.09818474,0,0.03272825,0,0,0,0.09818474,0.03272825,0,0.06545649,0,0,0.06545649,0.16364124,0.06566797,0.08218151,0.09663368,0.08086829,0.0855401
0,0,0.0619756,0,0.0309878,0,0.0309878,0.0619756,0.0309878,0.0619756,0.0619756,0.0619756,0,0.0619756,0.09296341,0,0.08360585,0.10621377,0.09387429,0.08322072,0.07530493
0.10844372,0.02711093,0.02711093,0.02711093,0,0.02711093,0,0.05422186,0.02711093,0.02711093,0.02711093,0,0.05422186,0,0.02711093,0.05422186,0.06008106,0.10290211,0.11247394,0.11461341,0.12193272
0,0.03249145,0.03249145,0.03249145,0.06498289,0,0.03249145,0.09747434,0.03249145,0.06498289,0,0.03249145,0,0.09747434,0.06498289,0,0.0851526,0.08056434,0.09456175,0.08181591,0.0730594
0.03001176,0.03001176,0.03001176,0,0,0,0.03001176,0.09003528,0.03001176,0.03001176,0.06002352,0.06002352,0.03001176,0.06002352,0.06002352,0,0.08464983,0.1036444,0.10908528,0.07672946,0.08567933
0.02812175,0.02812175,0.0562435,0.02812175,0.02812175,0,0,0.02812175,0.02812175,0.02812175,0.08436526,0.0562435,0.02812175,0,0.0562435,0.02812175,0.06936893,0.10054706,0.10728566,0.11430151,0.10230529
0,0.03209239,0.03209239,0.03209239,0.03209239,0.06418478,0,0.06418478,0.03209239,0.03209239,0,0.06418478,0.03209239,0.06418478,0.06418478,0.03209239,0.06772941,0.08434847,0.08230323,0.09494959,0.09300627
0,0.03196986,0.06393971,0,0,0,0.03196986,0,0.09590957,0,0.03196986,0.06393971,0,0,0.09590957,0.15984929,0.06669214,0.09823453,0.09572096,0.0816225,0.08227245
0.0309817,0.0309817,0.0309817,0.0309817,0.0619634,0.0309817,0,0.0309817,0.0309817,0,0.12392681,0.0619634,0,0.0309817,0.0619634,0,0.07756992,0.11717999,0.07756339,0.06317753,0.10683854
0.02903411,0,0.05806823,0.05806823,0.02903411,0.05806823,0,0.05806823,0.05806823,0.02903411,0,0,0.02903411,0.05806823,0.02903411,0.02903411,0.07411387,0.09883094,0.10369943,0.10957118,0.0911705
0,0.03350236,0.10050709,0,0.03350236,0,0,0,0.10050709,0,0,0.06700473,0,0,0.10050709,0.16751182,0.06037201,0.08412987,0.09475413,0.07429015,0.08341128
0,0.05776057,0.02888029,0.02888029,0.02888029,0.02888029,0.05776057,0.02888029,0.02888029,0.08664086,0.02888029,0.02888029,0.05776057,0,0.02888029,0,0.08600398,0.08467525,0.10602464,0.09420386,0.10924712
0,0,0.0320387,0.0320387,0.06407741,0,0.0320387,0.06407741,0.0320387,0.06407741,0.0320387,0.06407741,0,0.09611611,0.06407741,0,0.09042327,0.08772633,0.10059093,0.08810663,0.05645616
0,0.03013969,0,0.03013969,0.06027938,0,0.06027938,0.09041908,0.03013969,0.09041908,0.03013969,0,0,0.09041908,0.03013969,0,0.08853366,0.09359682,0.09753166,0.08750326,0.09032014
0,0.03349102,0.13396408,0,0.06698204,0.06698204,0,0.03349102,0.10047306,0.03349102,0,0.06698204,0,0,0.06698204,0,0.07821397,0.09500874,0.08435889,0.05730388,0.08227618
0.02965102,0,0.02965102,0.02965102,0.02965102,0.11860409,0.05930204,0.05930204,0.02965102,0.05930204,0,0,0,0.08895306,0,0,0.08703134,0.10156278,0.08044758,0.08992805,0.10731187
0.02791113,0.05582227,0,0.02791113,0,0.0837334,0.0837334,0.02791113,0.05582227,0.02791113,0,0.02791113,0.02791113,0.05582227,0,0,0.08043188,0.10182424,0.11029757,0.09759232,0.10745358
0,0.06297423,0.06297423,0.03148712,0.06297423,0.06297423,0,0,0.03148712,0.03148712,0.03148712,0.06297423,0.03148712,0,0.06297423,0.03148712,0.07520529,0.08339929,0.08506253,0.09163913,0.09792565
0.05381476,0.02690738,0.02690738,0.02690738,0.02690738,0.05381476,0,0.02690738,0.02690738,0.02690738,0.05381476,0.02690738,0.02690738,0,0.05381476,0.02690738,0.06258938,0.1071091,0.12164692,0.11941801,0.10490371
0,0.02930504,0.02930504,0.02930504,0.02930504,0,0,0.02930504,0.02930504,0.02930504,0.08791513,0.05861009,0.02930504,0,0.11722018,0.02930504,0.06898865,0.09378185,0.1023772,0.10836507,0.09899644
0,0,0.06153217,0.03076609,0,0,0.06153217,0,0.03076609,0.06153217,0.06153217,0.06153217,0.03076609,0,0.06153217,0.09229826,0.08058176,0.0901555,0.06705236,0.109508,0.09891282
0.03113035,0.03113035,0.03113035,0,0.03113035,0.03113035,0.0622607,0.0622607,0.03113035,0,0,0.09339105,0,0.12452139,0.03113035,0,0.07478445,0.08267069,0.1055145,0.0973389,0.07934519
0,0.02960173,0.02960173,0.02960173,0.05920345,0.08880518,0.02960173,0.05920345,0.02960173,0.05920345,0,0,0,0.05920345,0.02960173,0.02960173,0.07968518,0.10396513,0.08975815,0.09919211,0.09456834
0.02853241,0.05706483,0,0.02853241,0,0.08559724,0.05706483,0.05706483,0.05706483,0,0,0.02853241,0.02853241,0.05706483,0.02853241,0,0.07398977,0.10322617,0.11356643,0.10207826,0.09355593
0,0.02875458,0.05750916,0.02875458,0,0,0.05750916,0.05750916,0.02875458,0.05750916,0.05750916,0.02875458,0.08626374,0,0.02875458,0,0.07858733,0.09148223,0.10870584,0.09642386,0.10721832
0.10882741,0.02720685,0,0.02720685,0,0.02720685,0,0.0544137,0.02720685,0.02720685,0.02720685,0,0.02720685,0,0.0544137,0.08162056,0.06441789,0.10577981,0.10684322,0.10913408,0.12410166
0,0.1018313,0.06788753,0,0.13577506,0.06788753,0,0,0.03394377,0.03394377,0.03394377,0.06788753,0,0,0.06788753,0,0.0759998,0.07666391,0.07042609,0.08328295,0.08263946
0,0,0.02720289,0.02720289,0.02720289,0,0.02720289,0.02720289,0,0.05440577,0.02720289,0.05440577,0.02720289,0.02720289,0.05440577,0.10881154,0.07887115,0.11679524,0.10094409,0.10677325,0.10696432
0,0,0.06134538,0,0.06134538,0,0.03067269,0.06134538,0.03067269,0.09201806,0.06134538,0.03067269,0,0.06134538,0.06134538,0,0.09094028,0.10242429,0.09647352,0.07795602,0.0800975
0.02976137,0.02976137,0.08928412,0,0.02976137,0.08928412,0,0.05952274,0.02976137,0.02976137,0.02976137,0.02976137,0.05952274,0.02976137,0,0,0.07183977,0.10836096,0.08778698,0.08507788,0.11122971
0.02916083,0.02916083,0.05832167,0.02916083,0.05832167,0.05832167,0,0.02916083,0.02916083,0.05832167,0.05832167,0.02916083,0,0,0.05832167,0,0.08221607,0.12406541,0.10999467,0.07358385,0.08524498
0,0.03078832,0.03078832,0.03078832,0.06157664,0,0.06157664,0.09236496,0.03078832,0.06157664,0.03078832,0,0,0.09236496,0.03078832,0,0.08337661,0.09920381,0.09074684,0.08784302,0.08463998
0,0.02847538,0.02847538,0,0,0,0.02847538,0.02847538,0,0,0.1423769,0.05695076,0.05695076,0.02847538,0.02847538,0.08542614,0.05762733,0.08753157,0.11264655,0.12127726,0.10836046
0.03030875,0.06061751,0,0,0,0.06061751,0,0.12123502,0.06061751,0,0,0.03030875,0,0.09092626,0.06061751,0.03030875,0.07270587,0.09857783,0.10294248,0.09546438,0.08475187
0.02975478,0.02975478,0.02975478,0,0,0.02975478,0.02975478,0.11901912,0.02975478,0.02975478,0.05950956,0.02975478,0,0.08926434,0.02975478,0,0.08228759,0.09486117,0.10690913,0.08746705,0.09288902
0,0.03277703,0,0.03277703,0.06555405,0.03277703,0,0.06555405,0,0,0,0.06555405,0,0.09833108,0.06555405,0.13110811,0.06587058,0.10158039,0.10975555,0.08726386,0.04554314
0,0.03346603,0.03346603,0.03346603,0.1003981,0,0,0.1003981,0.03346603,0.06693207,0,0.03346603,0,0.1003981,0.06693207,0,0.08557817,0.08491875,0.09097616,0.07533321,0.06080508
0.02993281,0,0.02993281,0.02993281,0.02993281,0.02993281,0,0.02993281,0,0.05986562,0.08979843,0.08979843,0.02993281,0,0.08979843,0,0.07695587,0.09892354,0.08358714,0.09547073,0.10627212
0.02829908,0.02829908,0,0.02829908,0,0.08489723,0.1131963,0.02829908,0.02829908,0.02829908,0,0.02829908,0.02829908,0.08489723,0,0,0.08364452,0.10720734,0.10666842,0.10187501,0.09122134
0,0,0.06104064,0.03052032,0.06104064,0.12208128,0.03052032,0.06104064,0,0.06104064,0,0.03052032,0.03052032,0.06104064,0,0,0.07560238,0.1013992,0.09331333,0.09004397,0.09027537
0,0.03174166,0.09522498,0,0.03174166,0.09522498,0.03174166,0.06348332,0.06348332,0.06348332,0,0.03174166,0,0.03174166,0.03174166,0,0.07218038,0.08922012,0.1064978,0.09503786,0.06571397
0.02970576,0.02970576,0.08911727,0,0.02970576,0.08911727,0,0.05941152,0.02970576,0.02970576,0.02970576,0.02970576,0.05941152,0.02970576,0,0,0.07365216,0.10496997,0.08918824,0.08553163,0.11195435
0,0.03380224,0.13520896,0,0.06760448,0.03380224,0,0.03380224,0.10140672,0.03380224,0,0.06760448,0,0,0.10140672,0,0.07483114,0.08967361,0.08462078,0.0623054,0.08012876
0.02993807,0.02993807,0.05987615,0,0.02993807,0.08981422,0.05987615,0.05987615,0.05987615,0.02993807,0,0,0,0.08981422,0,0,0.07861003,0.09367682,0.10514282,0.0902129,0.0934721
0.05702765,0,0.02851383,0.05702765,0.02851383,0,0,0.05702765,0,0.02851383,0.05702765,0.02851383,0.05702765,0.02851383,0.05702765,0.02851383,0.06770708,0.11000373,0.10942927,0.10012687,0.09948417
0.02889558,0.02889558,0.08668673,0,0.02889558,0.08668673,0,0.05779115,0.02889558,0.02889558,0.02889558,0.02889558,0.05779115,0.02889558,0,0,0.07085747,0.10947387,0.09258069,0.09249792,0.11446965
0.07946261,0,0,0.07946261,0.05297507,0.05297507,0,0.02648754,0.02648754,0.02648754,0.05297507,0,0,0.02648754,0.05297507,0,0.05844711,0.10077694,0.1206959,0.1233224,0.11998201
0,0.06297423,0.06297423,0.03148712,0.06297423,0.06297423,0,0,0.03148712,0.03148712,0.03148712,0.06297423,0.03148712,0,0.06297423,0.03148712,0.07520529,0.08339929,0.08506253,0.09163913,0.09792565
0,0.03141071,0.09423213,0,0.03141071,0.03141071,0,0.03141071,0.09423213,0.03141071,0,0.03141071,0,0,0.06282142,0.12564284,0.06710005,0.08499896,0.09668436,0.09785208,0.08797175
0.02947574,0.02947574,0,0,0,0.02947574,0,0.11790297,0.02947574,0.02947574,0.05895148,0.02947574,0,0.05895148,0.08842723,0.02947574,0.07950931,0.10434654,0.09802683,0.09547485,0.09207913
0.05568324,0.02784162,0,0.02784162,0,0.05568324,0,0.05568324,0.02784162,0,0.02784162,0.05568324,0,0.02784162,0.08352487,0.05568324,0.0643372,0.1051747,0.09851394,0.11611778,0.11470718
0.02991323,0.02991323,0.02991323,0,0,0.02991323,0.05982646,0.08973968,0.02991323,0.02991323,0.02991323,0.02991323,0.02991323,0.11965291,0,0,0.07855066,0.09701466,0.11860071,0.09862225,0.06877361
0,0.06834193,0.10251289,0,0.03417096,0,0.03417096,0.03417096,0.13668386,0.03417096,0,0.06834193,0,0,0.10251289,0,0.08244722,0.07799009,0.08491828,0.05891695,0.08065011
0.02891899,0.02891899,0.05783797,0,0.02891899,0.08675696,0.05783797,0.05783797,0.05783797,0.05783797,0,0,0,0.05783797,0,0,0.08493733,0.09795639,0.10370836,0.09736183,0.09549435
0.05701344,0.02850672,0.05701344,0.02850672,0.05701344,0,0,0.02850672,0.02850672,0.02850672,0.05701344,0.02850672,0.02850672,0,0.05701344,0.02850672,0.06498765,0.09872149,0.10865758,0.11410385,0.10040848
0.03024434,0.06048869,0,0,0,0.06048869,0.03024434,0.12097737,0.06048869,0,0,0.03024434,0,0.06048869,0.06048869,0.03024434,0.07863602,0.09454627,0.10357315,0.10333667,0.07550972
0.03025485,0.03025485,0,0.03025485,0.03025485,0.15127423,0.03025485,0.09076454,0.03025485,0.03025485,0,0,0,0.09076454,0,0,0.07972827,0.10588328,0.08151794,0.08610668,0.10217659
0.02929115,0.02929115,0.0585823,0.02929115,0.08787345,0.0585823,0,0.02929115,0.02929115,0.0585823,0.0585823,0,0,0,0.0585823,0,0.07983586,0.12641547,0.11150671,0.07130945,0.08369182
0.05364489,0,0.05364489,0.02682244,0.05364489,0.02682244,0,0.02682244,0,0.05364489,0.02682244,0.02682244,0,0.05364489,0.02682244,0.05364489,0.08294011,0.11572918,0.10179959,0.0989369,0.11779025
0,0.02882853,0,0.05765706,0.02882853,0.02882853,0.02882853,0.05765706,0,0.05765706,0.05765706,0.02882853,0.05765706,0.02882853,0.05765706,0,0.08092101,0.11260263,0.0975191,0.09552946,0.09451424
0,0,0.10267761,0,0.06845174,0,0.03422587,0.03422587,0.03422587,0.03422587,0,0.13690347,0,0.06845174,0.10267761,0,0.07623713,0.0812754,0.07282592,0.08247843,0.07111749
0.02865645,0.02865645,0,0.02865645,0,0.08596934,0.0573129,0.0573129,0.0573129,0,0,0.02865645,0.02865645,0.08596934,0.02865645,0,0.07259391,0.09958786,0.11215193,0.10943249,0.09041773
0,0.03307749,0.06615498,0.03307749,0.06615498,0,0,0.06615498,0.03307749,0.03307749,0,0.06615498,0.03307749,0.06615498,0.06615498,0.03307749,0.07047066,0.07678939,0.08402458,0.09258431,0.08073628
0.03010472,0,0.06020944,0.06020944,0.03010472,0.03010472,0,0.06020944,0.06020944,0.03010472,0,0,0.03010472,0.09031417,0.03010472,0.03010472,0.07684676,0.08994658,0.09833653,0.10604785,0.08693728
0,0,0.02781665,0.0556333,0.02781665,0,0.02781665,0,0.02781665,0.0556333,0.02781665,0.0556333,0.02781665,0,0.08344994,0.08344994,0.07088423,0.08854027,0.11212528,0.11723954,0.11051103
0,0.0624547,0.0624547,0.03122735,0.0624547,0.03122735,0,0,0.0624547,0.03122735,0.03122735,0.0624547,0.03122735,0,0.0624547,0.03122735,0.07582897,0.09153,0.09167466,0.08770469,0.09116938
0,0,0,0.0266352,0.0266352,0,0.0266352,0.0266352,0,0.0532704,0.0532704,0.0532704,0.0266352,0.0266352,0.0532704,0.10654081,0.07915058,0.12030919,0.10912498,0.10305465,0.10892696
0.05518454,0.02759227,0.02759227,0.02759227,0.05518454,0.02759227,0,0.02759227,0.02759227,0.02759227,0.05518454,0.02759227,0.02759227,0,0.05518454,0.02759227,0.06561038,0.10766484,0.11779256,0.10995343,0.10231792
0,0,0.02934393,0,0.02934393,0.02934393,0,0.05868787,0,0.05868787,0.0880318,0.05868787,0,0.02934393,0.0880318,0.05868787,0.08634254,0.11555351,0.11363241,0.08615453,0.07012617
0,0,0.02677608,0.05355215,0.02677608,0,0.02677608,0,0.02677608,0.05355215,0.05355215,0.05355215,0.02677608,0,0.05355215,0.08032823,0.07192177,0.09175203,0.10829011,0.12583804,0.1202287
0,0.05811028,0.02905514,0.02905514,0.02905514,0.05811028,0.05811028,0.02905514,0,0.08716541,0.02905514,0.02905514,0.05811028,0,0.02905514,0,0.08842867,0.08352534,0.09986142,0.09401391,0.11117818
0.02938103,0.02938103,0.02938103,0,0.02938103,0.02938103,0,0.0881431,0.02938103,0.05876207,0.05876207,0.02938103,0,0.02938103,0.05876207,0.02938103,0.08803818,0.11720189,0.10254906,0.08596497,0.07738726
0,0.02868672,0.05737344,0.02868672,0,0,0.05737344,0.02868672,0.02868672,0.08606016,0.05737344,0.02868672,0.08606016,0,0.02868672,0,0.08394804,0.08620248,0.10703894,0.09324951,0.11320008
0,0,0.0289253,0.05785061,0,0.11570121,0.05785061,0.05785061,0.0289253,0.05785061,0,0,0.0289253,0.05785061,0,0.0289253,0.07945108,0.09084627,0.09633562,0.093414,0.11929757
0.02927835,0,0.05855669,0.02927835,0.02927835,0.08783504,0.02927835,0.05855669,0.05855669,0.05855669,0,0,0,0.08783504,0,0,0.08218563,0.10269895,0.09686641,0.09690818,0.09433057
0.05833137,0.05833137,0.05833137,0.02916568,0.05833137,0.02916568,0,0.05833137,0.05833137,0,0,0,0.05833137,0.02916568,0,0.02916568,0.05893982,0.08730719,0.10101149,0.1117145,0.11604469
0.02838173,0.02838173,0,0.02838173,0,0.0851452,0.0851452,0.05676346,0.02838173,0.02838173,0,0.02838173,0.02838173,0.0851452,0,0,0.08038137,0.10752047,0.10350709,0.09550953,0.10221037
0,0,0.03429541,0,0.03429541,0,0.06859081,0.10288622,0.03429541,0.03429541,0,0.10288622,0,0.17147704,0.03429541,0,0.07666103,0.08096789,0.07700344,0.07259399,0.07545632
0.14638001,0,0.029276,0.029276,0,0.08782801,0,0.029276,0.029276,0,0.029276,0.029276,0.029276,0,0.05855201,0.029276,0.05349473,0.10664913,0.12731554,0.10632842,0.07924414
0.05966445,0.05966445,0,0,0,0.05966445,0.02983222,0.08949667,0.05966445,0,0,0.02983222,0.02983222,0.05966445,0.05966445,0,0.07672651,0.09256978,0.10518712,0.0995607,0.08897587
0.02925273,0.05850545,0.02925273,0.02925273,0.08775818,0.05850545,0.02925273,0.02925273,0.02925273,0.08775818,0,0,0,0.02925273,0.02925273,0,0.08495446,0.09997883,0.09387025,0.10705033,0.08759703
0,0.02885812,0.02885812,0,0,0,0.02885812,0.02885812,0,0,0.14429061,0.08657437,0.05771624,0.02885812,0.02885812,0.05771624,0.06358969,0.09475655,0.11315611,0.11836495,0.09068651
0.09474537,0,0.06316358,0.06316358,0.06316358,0,0,0.03158179,0.03158179,0,0.03158179,0.06316358,0,0.09474537,0.03158179,0,0.06703329,0.10602922,0.10116437,0.08846685,0.06883408
0,0,0.0299274,0.0299274,0.0299274,0.08978219,0.0299274,0.05985479,0,0.0299274,0.05985479,0.0299274,0.0299274,0.05985479,0,0.05985479,0.07280994,0.09378038,0.0897639,0.10405923,0.10089345
0.030019,0.030019,0.060038,0.030019,0.060038,0.030019,0,0.030019,0.030019,0.090057,0.030019,0.030019,0.030019,0,0.060038,0,0.07313954,0.1024863,0.09989015,0.08748247,0.09665955
0,0,0.06824919,0,0.03412459,0,0.06824919,0.10237378,0,0.03412459,0,0.10237378,0,0.17062297,0.03412459,0,0.0775877,0.08308503,0.07688674,0.07549996,0.07269789
0,0.0289972,0.08699161,0.0289972,0.0289972,0,0.0289972,0.0289972,0.05799441,0.0289972,0.05799441,0.0289972,0.05799441,0,0.0289972,0.0289972,0.07386017,0.10396333,0.10293717,0.10581994,0.09146969
0,0.03282956,0.09848867,0,0.06565911,0.06565911,0,0.06565911,0.09848867,0.03282956,0,0.03282956,0,0.03282956,0.06565911,0,0.07320214,0.09899909,0.0865228,0.06169338,0.08865057
0.02714193,0,0.05428385,0,0.02714193,0.02714193,0,0.02714193,0.02714193,0.02714193,0.13570964,0.02714193,0,0,0.05428385,0.05428385,0.06692666,0.10777984,0.11167682,0.11347652,0.11158546
0,0,0.03073887,0.03073887,0.03073887,0.06147775,0,0.06147775,0,0.03073887,0.06147775,0.03073887,0.06147775,0.06147775,0,0.09221662,0.06408186,0.08950396,0.08681998,0.09767928,0.10861517
0.02977444,0.02977444,0,0,0,0.02977444,0.02977444,0.11909778,0.05954889,0.02977444,0.02977444,0.02977444,0,0.08932333,0.05954889,0,0.07875223,0.09288436,0.1063379,0.09256618,0.09351932
0.03005092,0.06010184,0,0,0,0.06010184,0.03005092,0.09015275,0.06010184,0,0,0.03005092,0.03005092,0.06010184,0.06010184,0.03005092,0.07943581,0.09842984,0.10110765,0.09697564,0.08313454
0.02960318,0.05920637,0.05920637,0,0.05920637,0.05920637,0,0.05920637,0.02960318,0.05920637,0.02960318,0,0,0.02960318,0.02960318,0.02960318,0.08389444,0.11800316,0.09757217,0.08599977,0.08167315
0,0,0.03239319,0.06478638,0.03239319,0,0,0.03239319,0,0.03239319,0.06478638,0.09717957,0.06478638,0.03239319,0.09717957,0.03239319,0.07660581,0.08878576,0.09030487,0.07803484,0.08319129
0.02932433,0.02932433,0.05864865,0.02932433,0.08797298,0.05864865,0.02932433,0,0.05864865,0.05864865,0,0.02932433,0,0.02932433,0.02932433,0,0.08794524,0.09842617,0.09967489,0.09697801,0.08913781
0.05551303,0,0.05551303,0.02775652,0.02775652,0,0,0.05551303,0,0.05551303,0.05551303,0.02775652,0.05551303,0.02775652,0.02775652,0.02775652,0.07626333,0.12225744,0.10363358,0.09244895,0.1057794
0.07952581,0,0,0.05301721,0.05301721,0.05301721,0,0.0265086,0.0265086,0.05301721,0.05301721,0,0,0.0265086,0.05301721,0,0.05809709,0.10048549,0.11570714,0.12646353,0.12209187
