PKNC_1,PKNC_2,PKNC_3,PKNC_4,PKNC_5,PKNC_6,PKNC_7,PKNC_8,PKNC_9,PKNC_10,PKNC_11,PKNC_12,PKNC_13,PKNC_14,PKNC_15,PKNC_16,PKNC_17,PKNC_18,PKNC_19,PKNC_20,PKNC_21
0.06032862,0.03016431,0.12065724,0.03016431,0.06032862,0,0.03016431,0,0.12065724,0.03016431,0.03016431,0,0,0.03016431,0,0,0.07531205,0.08440694,0.09978369,0.1003771,0.09716265
0.06044538,0.03022269,0.06044538,0,0,0.03022269,0,0.06044538,0.12089076,0.03022269,0.09066807,0,0,0,0.06044538,0,0.08187821,0.10262702,0.09354221,0.10870101,0.06924311
0.03029039,0.03029039,0.06058077,0.09087116,0.06058077,0.06058077,0,0.03029039,0.03029039,0.06058077,0,0,0.06058077,0,0.03029039,0,0.06992286,0.09408304,0.0941893,0.09611485,0.10046301
0.02743588,0.02743588,0.05487175,0.02743588,0.02743588,0,0,0.05487175,0.02743588,0.05487175,0,0,0.02743588,0.02743588,0.02743588,0.10974351,0.0729231,0.10711245,0.12124407,0.11095388,0.09392073
0.03022883,0.03022883,0.09068649,0,0,0.03022883,0,0.06045766,0.12091532,0.03022883,0.09068649,0,0,0,0.06045766,0,0.07786346,0.10244873,0.09691813,0.10730911,0.07134162
0.02640905,0.02640905,0,0.02640905,0,0.10563622,0.02640905,0.05281811,0.02640905,0.02640905,0.05281811,0,0,0.02640905,0.02640905,0.05281811,0.06374943,0.10472822,0.117396,0.11691871,0.12184466
0.14568119,0,0.14568119,0,0.05827248,0,0,0,0.08740871,0.05827248,0.02913624,0,0,0,0,0,0.06772864,0.10074114,0.10115081,0.10444486,0.10148227
0.08533779,0,0.11378373,0,0.02844593,0,0,0.02844593,0.08533779,0.02844593,0,0,0,0.02844593,0.02844593,0.08533779,0.07436353,0.1108565,0.10112122,0.09875354,0.10287843
0.08372075,0.05581383,0.05581383,0,0.02790692,0.05581383,0.02790692,0,0.05581383,0.02790692,0.05581383,0.02790692,0,0,0.02790692,0,0.0752441,0.10599278,0.10312606,0.10254735,0.1107652
0.0306726,0.0613452,0,0.0306726,0.0613452,0.0306726,0,0.0613452,0,0,0.0306726,0.0306726,0.0613452,0.0613452,0.0306726,0.0613452,0.07390615,0.10070515,0.079951,0.0933336,0.09999729
0,0.02959791,0.05919583,0.05919583,0.02959791,0.02959791,0,0.02959791,0.08879374,0.02959791,0.08879374,0,0.02959791,0,0.05919583,0,0.07500412,0.10863122,0.09029966,0.09842558,0.09487696
0.02874709,0.02874709,0.05749417,0.02874709,0.05749417,0.02874709,0,0.02874709,0.02874709,0.02874709,0.02874709,0.02874709,0.02874709,0.02874709,0.02874709,0.05749417,0.07120125,0.11076691,0.11405092,0.09739824,0.08913514
0.11416379,0.05708189,0.05708189,0,0.02854095,0.02854095,0.02854095,0,0.05708189,0.02854095,0.05708189,0.02854095,0,0,0.02854095,0,0.07494358,0.10262303,0.08893791,0.10205744,0.11770101
0,0.02711282,0.05422564,0.02711282,0.05422564,0,0,0.05422564,0.02711282,0.05422564,0,0,0.02711282,0.02711282,0.02711282,0.10845127,0.07070187,0.10898714,0.12503016,0.11105612,0.096194
0.15841437,0,0.07920718,0.02640239,0.05280479,0,0,0,0.02640239,0.02640239,0.05280479,0.02640239,0,0.02640239,0,0,0.06275051,0.11342237,0.13281978,0.12086544,0.09489879
0.05992087,0.05992087,0.08988131,0,0.05992087,0.02996044,0,0.02996044,0.08988131,0.02996044,0.02996044,0,0,0,0.02996044,0.02996044,0.07679863,0.10066381,0.08699802,0.09119503,0.10505668
0.05430536,0.02715268,0,0,0.02715268,0.10861073,0.02715268,0.05430536,0.02715268,0.02715268,0.02715268,0,0,0.05430536,0,0.05430536,0.06707481,0.11109112,0.11247852,0.10683154,0.11377573
0,0,0.06354997,0.09532495,0.03177498,0.06354997,0,0.03177498,0.09532495,0.03177498,0.03177498,0,0.03177498,0,0.09532495,0,0.07471279,0.10001454,0.07866478,0.0883457,0.0863125
0.08990066,0.11986755,0.05993378,0,0.02996689,0,0.02996689,0.02996689,0.08990066,0,0,0,0.02996689,0,0,0.05993378,0.07405364,0.0878029,0.11035746,0.10274318,0.08563886
0,0,0.09466787,0.12622383,0.03155596,0,0,0,0.09466787,0.03155596,0.06311191,0,0.06311191,0,0.06311191,0,0.07788155,0.1029198,0.08105654,0.084808,0.08532688
0.17375337,0.0289589,0.05791779,0,0.0289589,0.05791779,0,0.0289589,0.05791779,0,0,0.0289589,0.0289589,0.0289589,0,0,0.0620684,0.09797409,0.10438538,0.10236015,0.11195185
0.03037656,0.06075312,0.03037656,0.03037656,0.06075312,0.03037656,0,0.06075312,0,0.03037656,0.03037656,0.03037656,0.03037656,0.06075312,0.03037656,0.03037656,0.07614069,0.09948619,0.08658937,0.09652787,0.09447778
0,0,0.09317106,0.03105702,0.06211404,0.06211404,0,0.03105702,0.06211404,0,0.03105702,0,0,0.09317106,0,0.09317106,0.07025104,0.09468536,0.08004703,0.09065232,0.10533788
0.06185019,0.06185019,0.09277528,0,0.06185019,0.03092509,0,0.03092509,0.09277528,0.03092509,0.03092509,0,0,0,0.06185019,0,0.07683284,0.09727838,0.08406122,0.07982638,0.10534947
0.03077362,0.09232085,0,0.06154723,0.06154723,0.03077362,0.03077362,0.06154723,0.03077362,0.03077362,0,0,0.06154723,0.03077362,0.03077362,0,0.0801272,0.09890392,0.08890662,0.09764123,0.08049595
0.11488133,0.02872033,0.08616099,0,0.05744066,0,0.02872033,0,0.08616099,0.05744066,0.05744066,0,0,0,0,0,0.07262478,0.10185849,0.09836704,0.09894516,0.11123856
0.08461238,0.02820413,0.05640825,0,0.05640825,0.02820413,0.02820413,0,0.05640825,0.05640825,0.05640825,0.02820413,0,0,0.02820413,0,0.07938134,0.10808358,0.08329679,0.09893376,0.12263024
0.06039673,0.06039673,0.09059509,0.03019836,0.06039673,0.03019836,0,0,0.09059509,0.03019836,0.03019836,0,0,0,0.03019836,0.03019836,0.07783587,0.09978704,0.09057731,0.08512934,0.1030999
0.02651231,0,0.05302462,0.02651231,0.05302462,0,0,0.05302462,0.02651231,0.05302462,0,0,0.02651231,0.02651231,0.02651231,0.10604924,0.07253442,0.11434361,0.12446697,0.11317693,0.09825647
0.03126028,0.09378083,0.03126028,0,0.03126028,0,0,0.09378083,0.03126028,0,0.03126028,0.03126028,0.03126028,0.03126028,0.03126028,0.09378083,0.07461534,0.0857527,0.09180544,0.1002704,0.08487111
0,0.03058306,0.09174919,0.03058306,0.06116612,0.06116612,0.03058306,0,0.09174919,0.03058306,0.06116612,0,0,0.06116612,0,0,0.07997241,0.09114172,0.08696681,0.09936487,0.09205908
0.05590783,0.02795392,0,0,0,0.05590783,0.02795392,0.05590783,0.02795392,0,0.02795392,0.05590783,0,0.02795392,0.05590783,0.08386175,0.06128894,0.09839356,0.11046821,0.12702971,0.09964908
0.10816217,0.02704054,0.05408109,0.02704054,0.08112163,0,0,0,0.05408109,0.02704054,0.02704054,0,0,0.02704054,0.02704054,0.02704054,0.06082772,0.10533443,0.12549596,0.1236643,0.09794781
0.06012681,0.0300634,0.12025361,0.0300634,0.06012681,0,0.0300634,0,0.09019021,0.0300634,0.06012681,0,0,0.0300634,0,0,0.07732001,0.08328916,0.08815424,0.10858818,0.10150716
0.05760717,0.02880358,0.08641075,0.02880358,0.08641075,0,0.02880358,0,0.08641075,0.05760717,0.02880358,0,0,0.02880358,0,0,0.07974727,0.0855654,0.09477447,0.1079727,0.11347565
0.03023402,0.03023402,0.06046804,0.06046804,0.06046804,0.06046804,0,0.03023402,0.03023402,0.06046804,0,0,0.06046804,0,0.06046804,0,0.07133238,0.09613671,0.09286628,0.09496234,0.10048993
0.14661671,0,0.14661671,0,0.08797003,0,0,0,0.05864668,0.05864668,0.02932334,0,0,0,0,0,0.07029615,0.10274614,0.09943565,0.10615304,0.09354887
0.14515452,0,0.14515452,0,0.05806181,0,0,0,0.08709271,0.05806181,0.0290309,0,0,0,0,0,0.07678914,0.10037694,0.09615921,0.11790225,0.08621619
0,0,0.08900122,0.02966707,0.05933414,0.05933414,0.02966707,0,0.08900122,0.02966707,0.05933414,0,0,0.05933414,0,0.02966707,0.08187965,0.09412638,0.09223634,0.1007416,0.09700872
0,0,0.09128106,0.03042702,0.06085404,0.06085404,0.03042702,0.03042702,0.06085404,0.03042702,0.03042702,0,0,0.09128106,0,0.03042702,0.07918124,0.09256818,0.08737568,0.09894355,0.09424501
0.03043948,0.03043948,0.03043948,0.03043948,0.06087897,0.03043948,0,0.09131845,0,0.03043948,0.03043948,0.03043948,0.03043948,0.06087897,0.03043948,0.03043948,0.08017991,0.09447752,0.08636219,0.09614326,0.0949264
0.02979249,0.02979249,0.05958498,0.05958498,0.05958498,0.05958498,0,0.02979249,0.05958498,0.05958498,0,0,0.05958498,0,0.02979249,0,0.0687735,0.09584381,0.10155051,0.09881479,0.0987526
0.08825797,0,0.11767729,0,0.02941932,0,0,0.02941932,0.11767729,0.02941932,0,0,0,0.02941932,0.02941932,0.05883864,0.07512177,0.10025361,0.09826546,0.09517002,0.10164135
0.02988425,0.02988425,0.08965275,0.02988425,0.08965275,0.02988425,0.02988425,0,0.08965275,0.02988425,0.0597685,0,0,0.02988425,0,0,0.08217891,0.09048237,0.08980034,0.1048115,0.09481038
0.15390017,0,0.05130006,0.02565003,0.05130006,0,0,0,0.02565003,0.02565003,0.05130006,0.02565003,0,0.02565003,0,0.02565003,0.06230761,0.11364755,0.1327227,0.12641614,0.10320547
0.03051161,0.06102322,0,0,0.06102322,0.03051161,0,0.09153483,0,0,0.03051161,0.03051161,0.03051161,0.06102322,0.03051161,0.09153483,0.07013199,0.1072033,0.10050202,0.09897665,0.07397704
0.02687365,0,0.02687365,0,0.02687365,0.05374729,0.02687365,0.05374729,0.02687365,0.02687365,0.02687365,0,0,0.08062094,0,0.10749459,0.07750134,0.11834913,0.10404872,0.0995034,0.11687176
0,0.02921341,0.05842682,0.05842682,0.02921341,0.02921341,0,0.02921341,0.05842682,0.02921341,0.11685364,0,0.02921341,0,0.05842682,0,0.07089783,0.1108088,0.09887217,0.09717138,0.09640845
0.10649184,0.02662296,0.05324592,0.02662296,0.05324592,0,0,0,0.05324592,0.02662296,0.02662296,0.02662296,0,0.02662296,0.02662296,0.02662296,0.06169641,0.10372836,0.12964182,0.12698968,0.09873046
0.03003548,0.03003548,0.03003548,0.03003548,0.06007095,0.03003548,0,0.06007095,0,0.03003548,0.03003548,0.03003548,0.03003548,0.06007095,0.03003548,0.06007095,0.07120649,0.10806261,0.10714295,0.08836976,0.08457965
0.13784234,0,0.0827054,0,0.05513694,0,0,0.02756847,0.02756847,0.02756847,0.05513694,0.02756847,0.02756847,0.02756847,0,0,0.0667223,0.11585399,0.11562867,0.10615802,0.0994046
0,0.02987635,0.05975269,0.05975269,0.02987635,0.02987635,0,0.02987635,0.08962904,0.02987635,0.05975269,0,0.02987635,0,0.08962904,0,0.07482716,0.10376552,0.09093493,0.09672662,0.09597155
0,0,0.05985897,0.02992949,0.02992949,0.05985897,0,0.05985897,0.05985897,0.02992949,0.02992949,0,0,0.08978846,0,0.08978846,0.07262891,0.10064097,0.08824521,0.08749073,0.11226343
0.05572953,0.02786476,0,0,0,0.08359429,0.05572953,0.05572953,0.02786476,0.02786476,0.02786476,0.05572953,0,0.02786476,0.05572953,0,0.06853649,0.09694921,0.10666886,0.1190388,0.10724091
0.07690941,0.05127294,0,0,0.02563647,0.05127294,0.02563647,0.02563647,0.02563647,0.02563647,0.07690941,0.02563647,0,0,0.05127294,0,0.06710507,0.10675717,0.12137767,0.12306947,0.12023414
0.03127055,0.09381164,0,0,0.03127055,0,0,0.09381164,0.03127055,0,0.03127055,0.03127055,0.03127055,0.06254109,0.03127055,0.09381164,0.07502929,0.08970607,0.09295344,0.09854922,0.08089214
0.09206414,0.06137609,0,0.06137609,0.03068805,0.03068805,0.03068805,0.06137609,0.03068805,0.03068805,0,0,0.06137609,0.03068805,0.03068805,0,0.07319609,0.09336491,0.08547237,0.09568527,0.0998965
0.17210388,0.02868398,0.08605194,0,0.08605194,0,0,0,0.05736796,0.05736796,0.02868398,0,0,0,0,0,0.06572435,0.10269545,0.10432187,0.10585902,0.10508767
0.0573575,0.02867875,0.0573575,0,0.0573575,0.02867875,0.02867875,0,0.0573575,0.0573575,0.08603625,0.02867875,0,0,0.02867875,0,0.08160725,0.10221262,0.09221373,0.09672923,0.11101969
0.02630079,0,0.02630079,0,0,0.05260159,0.02630079,0.05260159,0.02630079,0.02630079,0.02630079,0,0,0.07890238,0,0.13150397,0.07072668,0.11774221,0.10833737,0.10434902,0.12543044
0.02648484,0,0.02648484,0,0,0,0.02648484,0.07945451,0.02648484,0.02648484,0.02648484,0,0,0.07945451,0,0.15890901,0.07193565,0.10688292,0.10307271,0.11074675,0.13063494
0.05633339,0.05633339,0,0,0.0281667,0.08450009,0.05633339,0.05633339,0.0281667,0.0281667,0.0281667,0,0,0.05633339,0.0281667,0,0.07026841,0.09838691,0.10748548,0.11059276,0.10626591
0.08693965,0.02897988,0.11591954,0,0.05795977,0,0.02897988,0,0.08693965,0.05795977,0.05795977,0,0,0,0,0,0.08132679,0.09821163,0.09006425,0.09962117,0.10913825
0.03169413,0.09508239,0.03169413,0,0.03169413,0,0.03169413,0.09508239,0.06338826,0,0,0,0.03169413,0.03169413,0.03169413,0.09508239,0.07359053,0.08036458,0.09963381,0.09682809,0.07908867
0.02784465,0.02784465,0.0556893,0.02784465,0.0556893,0.02784465,0,0.0556893,0.02784465,0.0556893,0,0,0.02784465,0,0.02784465,0.08353395,0.07711079,0.11391004,0.11099384,0.10681069,0.08997092
0.02647483,0,0.02647483,0,0,0.02647483,0.02647483,0.05294967,0.02647483,0.02647483,0.05294967,0.05294967,0,0.05294967,0.02647483,0.0794245,0.06829681,0.09965961,0.11532684,0.12615777,0.11401195
0.11216004,0,0.08412003,0,0.02804001,0.05608002,0,0.02804001,0.02804001,0,0.02804001,0.05608002,0.02804001,0.05608002,0,0,0.06189529,0.11089586,0.11346322,0.10659226,0.10243317
0,0,0.09365998,0.09365998,0.03121999,0,0,0,0.12487997,0.03121999,0.06243998,0,0.06243998,0,0.06243998,0,0.07848075,0.10199085,0.07959151,0.0923846,0.08559243
0.02532636,0,0.02532636,0,0,0.02532636,0.02532636,0.05065271,0.02532636,0.02532636,0.02532636,0.02532636,0,0.07597907,0,0.12663178,0.066875,0.11026742,0.11905583,0.12620026,0.12172708
0.1544273,0,0.05147577,0.02573788,0.05147577,0,0,0,0,0.02573788,0.05147577,0.02573788,0,0.02573788,0.02573788,0.02573788,0.05859337,0.10821354,0.13692867,0.13101821,0.10196433
0.14417546,0.02883509,0.08650528,0,0.05767018,0,0.02883509,0,0.08650528,0.02883509,0.05767018,0,0,0,0,0,0.06351383,0.09580193,0.10375127,0.10981212,0.10808919
0.0578707,0.02893535,0.08680605,0,0.0578707,0.02893535,0.02893535,0,0.0578707,0.02893535,0.1157414,0.02893535,0,0,0,0,0.0751307,0.10896709,0.10020617,0.10319811,0.09166164
0.12809329,0,0.05123731,0.02561866,0.05123731,0,0,0,0.02561866,0.02561866,0.05123731,0.02561866,0,0.02561866,0.02561866,0.02561866,0.06315103,0.11716175,0.12922861,0.13110345,0.09821933
0.11611374,0.02902843,0.0870853,0.02902843,0.05805687,0,0,0,0.0870853,0.02902843,0.02902843,0,0,0,0.02902843,0.02902843,0.07122955,0.0940025,0.10085062,0.11067864,0.10072688
0.05609864,0.02804932,0,0,0,0.11219727,0.02804932,0.05609864,0.02804932,0.02804932,0.02804932,0.05609864,0,0.02804932,0.05609864,0,0.06369893,0.09222723,0.10376846,0.12264437,0.11277328
0.02598515,0,0.02598515,0,0,0.02598515,0.02598515,0.0519703,0.02598515,0.02598515,0.02598515,0.0519703,0,0.0519703,0.02598515,0.1039406,0.06557566,0.10602731,0.11663559,0.12409941,0.11992932
0.05374617,0.02687309,0.02687309,0,0.02687309,0.08061926,0.02687309,0.05374617,0.02687309,0,0.02687309,0.02687309,0,0.05374617,0,0.05374617,0.06791149,0.11545229,0.1111773,0.10678406,0.1149593
0.11482616,0.02870654,0.08611962,0.02870654,0.05741308,0,0,0,0.08611962,0.02870654,0.02870654,0,0,0,0.02870654,0.02870654,0.07255714,0.09815809,0.10287662,0.10945132,0.10023912
0.02904418,0.02904418,0.05808836,0.02904418,0,0.02904418,0,0.05808836,0.08713253,0.02904418,0.08713253,0,0.02904418,0,0.05808836,0,0.07317192,0.09867243,0.11232127,0.10931462,0.08372456
0.02713926,0.02713926,0,0,0,0.10855705,0.02713926,0.05427852,0.02713926,0.02713926,0.05427852,0,0,0.05427852,0.02713926,0.05427852,0.06973878,0.10435571,0.11101401,0.11019638,0.11618841
0,0.09279956,0,0.06186637,0.06186637,0.03093319,0.03093319,0.06186637,0.03093319,0.03093319,0,0,0.06186637,0.03093319,0.03093319,0.03093319,0.08430823,0.10573709,0.08184101,0.08373545,0.08758086
0,0,0.09138035,0.03046012,0.06092024,0.06092024,0,0.03046012,0.06092024,0.03046012,0.03046012,0,0,0.09138035,0,0.06092024,0.07735748,0.09109807,0.08140003,0.10235402,0.09950826
0.05759735,0.02879867,0.08639602,0,0.02879867,0.02879867,0.02879867,0,0.05759735,0.02879867,0.1151947,0.02879867,0,0,0.02879867,0,0.0741003,0.10736711,0.09857522,0.10060283,0.10097839
0.02749432,0,0.05498864,0,0.02749432,0.05498864,0.02749432,0.05498864,0.02749432,0.02749432,0.05498864,0,0,0.05498864,0,0.08248296,0.0750697,0.11921257,0.10147248,0.08682594,0.12252153
0.17361034,0,0.11574023,0,0.05787011,0,0,0,0.08680517,0.05787011,0.02893506,0,0,0,0,0,0.07015206,0.10004554,0.09724864,0.10665002,0.10507271
0.05517825,0.05517825,0,0,0,0.08276737,0.05517825,0.05517825,0.02758912,0.02758912,0.02758912,0.02758912,0,0.02758912,0.05517825,0,0.07024881,0.10022539,0.1064947,0.1168797,0.10954717
0.05359337,0.02679669,0.05359337,0,0.02679669,0.05359337,0,0,0.02679669,0,0.05359337,0.05359337,0.02679669,0,0,0.10718675,0.05606925,0.09669093,0.10843304,0.12913061,0.12733582
0.05860853,0.0879128,0,0.05860853,0.05860853,0,0.02930427,0.02930427,0.02930427,0.02930427,0.05860853,0,0.02930427,0.02930427,0.02930427,0,0.06789846,0.09996867,0.10723235,0.11140544,0.0860183
0.05574203,0.02787102,0,0,0,0.08361305,0.05574203,0.02787102,0.02787102,0.02787102,0.02787102,0.05574203,0,0.05574203,0.05574203,0,0.07048085,0.09616227,0.10139618,0.12197759,0.10830481
0.13963939,0,0.08378364,0,0.02792788,0.05585576,0,0.02792788,0.02792788,0,0.02792788,0.02792788,0.02792788,0.05585576,0,0,0.05740814,0.10579717,0.11264521,0.1092189,0.11222877
0.02981053,0.02981053,0.02981053,0.02981053,0.05962105,0.02981053,0,0.05962105,0,0.02981053,0.02981053,0.02981053,0.02981053,0.05962105,0.02981053,0.05962105,0.07852318,0.10725328,0.0945998,0.09532024,0.08771403
0.02742531,0,0.05485061,0,0.02742531,0.05485061,0.02742531,0.05485061,0.02742531,0.02742531,0.02742531,0,0,0.08227592,0,0.08227592,0.07452097,0.11827347,0.09919356,0.09306383,0.12129267
0.03001239,0.03001239,0.06002478,0.06002478,0.06002478,0.06002478,0,0.03001239,0.03001239,0.06002478,0,0,0.06002478,0,0.06002478,0,0.06804742,0.09369977,0.09857787,0.09745965,0.10199228
0.02683873,0,0.02683873,0.02683873,0.02683873,0.10735493,0,0.05367747,0,0.02683873,0.02683873,0.02683873,0,0.05367747,0.02683873,0.05367747,0.06045116,0.099748,0.10359762,0.12059162,0.13251441
0,0.09474759,0,0,0.06316506,0.03158253,0,0.09474759,0,0,0.03158253,0.03158253,0.03158253,0.06316506,0.03158253,0.09474759,0.06854512,0.09381647,0.09478079,0.10356637,0.07080572
0.11517071,0.08637803,0.02879268,0.02879268,0.02879268,0,0.02879268,0.02879268,0.05758535,0,0.05758535,0,0.02879268,0.02879268,0,0,0.06186975,0.09875338,0.10402503,0.11106356,0.1060201
0.05292086,0.02646043,0,0.02646043,0.02646043,0.10584173,0.02646043,0.02646043,0.02646043,0.02646043,0.05292086,0,0,0.05292086,0.02646043,0,0.06862526,0.10679488,0.10824776,0.11947999,0.12056435
0,0,0.06347449,0.09521173,0.06347449,0,0,0.03173724,0.09521173,0.06347449,0.03173724,0,0.03173724,0,0.09521173,0,0.08459549,0.10120108,0.07298354,0.08633006,0.08361946
0.07593286,0.05062191,0,0,0.02531095,0.05062191,0.02531095,0.02531095,0.02531095,0.02531095,0.07593286,0.02531095,0,0,0.05062191,0,0.07177177,0.10848312,0.12106461,0.1293768,0.11370655
0.17257838,0.02876306,0.11505225,0,0.05752613,0,0,0,0.05752613,0.05752613,0.02876306,0,0,0,0,0,0.07240258,0.10043326,0.09874396,0.1064036,0.10428147
0.11438187,0.02859547,0.05719094,0,0.05719094,0.02859547,0.02859547,0,0.05719094,0.02859547,0.05719094,0.02859547,0,0,0.02859547,0,0.07451441,0.09968048,0.0918494,0.10266804,0.11656925
0.05601541,0.02800771,0,0,0,0.11203083,0.02800771,0.05601541,0.02800771,0,0.02800771,0.05601541,0,0.02800771,0.05601541,0.02800771,0.06140687,0.09923282,0.10555727,0.12009979,0.10956451
0.07935052,0.05290035,0.02645017,0,0.02645017,0.07935052,0.05290035,0,0.02645017,0.02645017,0.05290035,0.02645017,0,0,0.02645017,0,0.06635257,0.10617317,0.11929656,0.11865703,0.11341754
0.03039256,0.03039256,0.06078512,0.06078512,0.06078512,0.06078512,0,0.03039256,0.06078512,0.06078512,0,0,0.03039256,0,0.06078512,0,0.0745028,0.0984759,0.08919466,0.09545018,0.09531039
0.05805367,0.05805367,0,0,0.02902683,0.0870805,0.05805367,0.05805367,0.02902683,0.02902683,0,0.02902683,0,0.05805367,0.02902683,0,0.06923136,0.09757393,0.09838119,0.10216491,0.11016559
0.14550497,0,0.14550497,0,0.05820199,0,0,0,0.08730298,0.05820199,0.02910099,0,0,0,0,0,0.07367424,0.10061928,0.09639137,0.10666935,0.09882786
0.03101574,0.06203149,0.03101574,0.03101574,0.06203149,0.03101574,0,0.06203149,0,0,0.03101574,0.03101574,0.06203149,0.06203149,0.03101574,0.03101574,0.07430685,0.09441056,0.07989582,0.09806808,0.09503532
0.16506139,0,0.0825307,0,0.05502046,0,0,0,0.02751023,0.02751023,0.05502046,0.02751023,0.02751023,0.02751023,0,0,0.0678809,0.12195105,0.12476576,0.10141683,0.08880128
0.05342427,0.02671214,0,0,0,0.02671214,0.05342427,0.02671214,0.02671214,0,0.05342427,0.05342427,0,0.05342427,0.02671214,0.08013641,0.06780913,0.10230085,0.11824062,0.12718083,0.10365012
0,0.030148,0.060296,0.09044401,0.030148,0.030148,0,0,0.12059201,0.030148,0.060296,0,0.030148,0,0.060296,0,0.07842236,0.10449938,0.0822163,0.09764371,0.09455421
0.0259586,0,0.0259586,0,0,0.0259586,0.0259586,0.0519172,0.0259586,0.0259586,0.0259586,0,0,0.0778758,0,0.15575159,0.06980647,0.11354317,0.10166726,0.11000414,0.1377242
0.11365043,0.05682521,0.02841261,0.02841261,0.02841261,0,0.02841261,0.02841261,0.08523782,0,0.05682521,0,0.02841261,0.02841261,0,0,0.06868989,0.09632463,0.09806725,0.11489978,0.11059152
0.02786489,0.02786489,0.05572977,0.02786489,0.05572977,0,0,0.05572977,0.02786489,0.05572977,0,0,0.02786489,0,0.02786489,0.11145955,0.07173958,0.1025232,0.12154667,0.11033519,0.0922874
0,0,0.06339832,0.12679664,0.06339832,0,0,0,0.09509748,0.06339832,0.03169916,0,0.03169916,0,0.09509748,0,0.08604036,0.10364378,0.07175744,0.08068309,0.08729046
0.07618713,0.05079142,0,0,0.02539571,0.07618713,0.05079142,0,0.02539571,0.02539571,0.07618713,0.02539571,0,0,0.02539571,0,0.07166494,0.1090327,0.11842997,0.12076843,0.12298115
0,0.09318279,0,0.09318279,0.06212186,0.03106093,0.03106093,0.06212186,0.03106093,0.03106093,0,0,0.06212186,0.03106093,0.03106093,0,0.08145744,0.10134163,0.08469273,0.08470884,0.08870262
0.03130435,0.09391306,0.03130435,0,0.03130435,0,0,0.09391306,0.06260871,0,0.03130435,0,0.03130435,0.03130435,0.03130435,0.09391306,0.0724491,0.08343922,0.09861988,0.10036016,0.08165326
0,0.03053774,0.09161321,0.03053774,0.09161321,0.06107547,0.03053774,0,0.09161321,0.03053774,0.06107547,0,0,0.03053774,0,0,0.07848115,0.09229293,0.09043083,0.09810492,0.0910109
0,0,0.06228313,0.03114156,0.06228313,0.06228313,0,0.06228313,0.06228313,0,0.03114156,0,0,0.09342469,0,0.09342469,0.07128357,0.09222339,0.07843925,0.08684504,0.11066061
0.09174433,0.03058144,0.06116289,0,0,0.03058144,0,0.06116289,0.12232577,0.03058144,0.06116289,0,0,0,0.06116289,0,0.07971808,0.10578443,0.09080697,0.09906064,0.07416391
0.11056206,0,0.08292155,0,0.02764052,0.05528103,0,0.02764052,0.02764052,0,0.02764052,0.05528103,0.02764052,0.05528103,0,0,0.05917464,0.10579355,0.11560383,0.10655149,0.1153472
0.13665424,0,0.08199254,0,0.02733085,0.0546617,0,0.02733085,0.02733085,0,0.0546617,0.02733085,0.02733085,0.02733085,0,0,0.0586535,0.11428954,0.12314071,0.10880312,0.10315787
0.08241489,0,0.08241489,0,0.02747163,0,0,0.05494326,0.05494326,0.02747163,0,0,0,0.02747163,0.02747163,0.10988652,0.06932335,0.10621485,0.11123959,0.10640772,0.11232513
0,0,0.09406161,0.06270774,0.06270774,0.06270774,0,0.03135387,0.06270774,0.06270774,0.03135387,0,0.03135387,0,0.06270774,0,0.0781975,0.0993712,0.09339622,0.09063293,0.07403252
0.05836821,0.02918411,0,0,0.02918411,0.08755232,0.05836821,0.05836821,0.02918411,0.05836821,0,0.02918411,0,0.05836821,0.02918411,0,0.07297434,0.09051877,0.09502065,0.10477902,0.11139331
0.03154336,0.12617345,0.03154336,0,0.03154336,0,0.03154336,0.09463009,0.06308672,0,0,0,0.03154336,0.03154336,0,0.09463009,0.07698995,0.07960614,0.09665939,0.09748693,0.08147708
0.0528217,0.02641085,0.02641085,0,0.02641085,0.0528217,0.02641085,0.0528217,0.02641085,0,0.02641085,0.02641085,0,0.0528217,0,0.07923255,0.0724976,0.11770757,0.11356219,0.10650969,0.11432767
0.02740074,0,0,0.02740074,0.02740074,0.10960298,0,0.05480149,0,0.02740074,0.02740074,0.02740074,0,0.08220223,0.02740074,0.05480149,0.05911118,0.09601587,0.09955804,0.11948491,0.1326166
0.07648611,0.05099074,0,0,0.02549537,0.05099074,0.02549537,0.02549537,0.02549537,0.02549537,0.10198148,0,0,0,0.05099074,0,0.06584541,0.10483018,0.12669549,0.13042518,0.11328707
0.08614807,0.08614807,0.02871602,0.02871602,0.05743205,0,0.02871602,0.02871602,0.05743205,0,0.05743205,0,0.02871602,0.02871602,0,0,0.05993442,0.08871078,0.10861985,0.115575,0.11027152
0.0593732,0.0296866,0.1187464,0,0.0890598,0,0.0296866,0,0.0890598,0.0593732,0.0593732,0,0,0,0,0,0.07666366,0.09245887,0.09436153,0.1047027,0.09745444
0,0.03112421,0.09337264,0.09337264,0.03112421,0,0,0,0.12449685,0.03112421,0.06224843,0,0.03112421,0,0.06224843,0,0.07857679,0.10347006,0.08080488,0.09419902,0.08271341
0.14781966,0.02956393,0.0886918,0,0.05912787,0.05912787,0,0.02956393,0.02956393,0,0,0.02956393,0.02956393,0.02956393,0,0,0.05674627,0.09423542,0.10947069,0.10264017,0.10475666
